2025-05-22 20:29:16.515 | INFO     | GameEngine.Engine.game:run:178 - Game started between Agent1 and Agent2
2025-05-22 20:29:29.894 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:29.894 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:30.521 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:30.522 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:30.522 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'high punch']
2025-05-22 20:29:32.179 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:32.180 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:32.180 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:32.738 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:32.738 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:32.739 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:34.531 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:34.532 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:34.532 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:35.123 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:35.123 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:35.124 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:36.859 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:36.859 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:36.859 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:37.367 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:37.368 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:37.368 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:39.254 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:39.254 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:39.255 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:39.910 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:39.910 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:39.911 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'high punch']
2025-05-22 20:29:39.911 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'high punch', 'high kick']
2025-05-22 20:29:41.550 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:41.551 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:41.551 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:42.472 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:42.472 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:42.473 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:44.825 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:44.826 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:44.826 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:47.180 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:47.181 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:47.181 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:47.181 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch']
2025-05-22 20:29:47.182 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick']
2025-05-22 20:29:47.182 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane']
2025-05-22 20:29:47.183 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch']
2025-05-22 20:29:47.183 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick']
2025-05-22 20:29:47.183 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane']
2025-05-22 20:29:47.184 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch']
2025-05-22 20:29:47.184 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick']
2025-05-22 20:29:47.184 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane']
2025-05-22 20:29:47.185 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch']
2025-05-22 20:29:47.185 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick']
2025-05-22 20:29:47.185 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane']
2025-05-22 20:29:47.186 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch']
2025-05-22 20:29:47.186 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick']
2025-05-22 20:29:47.187 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane']
2025-05-22 20:29:47.187 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch']
2025-05-22 20:29:47.187 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick']
2025-05-22 20:29:47.188 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane']
2025-05-22 20:29:47.188 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch']
2025-05-22 20:29:47.188 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick']
2025-05-22 20:29:47.189 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane']
2025-05-22 20:29:47.189 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch']
2025-05-22 20:29:47.189 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick', 'hurricane', 'high punch', 'low kick']
2025-05-22 20:29:47.247 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:47.248 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:47.248 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'high kick']
2025-05-22 20:29:49.439 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:49.440 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:49.440 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:51.877 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:51.878 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:51.878 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:54.293 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:54.293 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:54.294 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:56.707 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:56.708 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:56.708 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:57.849 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:57.849 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:57.850 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:29:59.037 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:29:59.038 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:29:59.038 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:30:00.094 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:30:00.095 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:30:00.095 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:30:01.352 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:30:01.353 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:30:01.353 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:30:02.388 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:30:02.388 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:30:02.389 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:30:03.748 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:30:03.749 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:30:03.749 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:30:04.696 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:30:04.696 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:30:04.697 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:30:06.082 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:30:06.082 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:30:06.083 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:30:07.012 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:30:07.012 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:30:07.013 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:30:08.652 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:30:08.653 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:30:08.653 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'high punch']
2025-05-22 20:30:08.653 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'high punch', 'low kick']
2025-05-22 20:30:09.379 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:30:09.379 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:30:09.380 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:30:17.519 | INFO     | GameEngine.Engine.game:run:207 - [red]Player1 Qwen/Qwen3-4B 'Agent1' won!
2025-05-22 20:31:58.461 | INFO     | GameEngine.Engine.game:run:178 - Game started between Agent1 and Agent2
2025-05-22 20:32:00.163 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:32:00.164 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:32:00.164 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:32:00.241 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:32:00.242 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:32:00.242 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:32:02.409 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['high punch']
2025-05-22 20:32:02.410 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['high punch', 'high kick']
2025-05-22 20:32:02.410 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['high punch', 'high kick', 'hurricane']
2025-05-22 20:32:02.414 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['high punch']
2025-05-22 20:32:02.414 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['high punch', 'high kick']
2025-05-22 20:32:02.415 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['high punch', 'high kick', 'hurricane']
2025-05-22 20:32:04.366 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:32:04.367 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:32:04.367 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'fireball']
2025-05-22 20:32:04.462 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:32:04.463 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:32:04.463 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'low punch']
2025-05-22 20:32:04.464 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'low punch', 'fireball']
2025-05-22 20:32:06.846 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:32:06.847 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:32:06.847 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'low kick']
2025-05-22 20:32:06.847 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'low kick', 'fireball']
2025-05-22 20:32:07.266 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:32:07.267 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:32:07.267 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'low punch']
2025-05-22 20:32:07.268 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'low punch', 'fireball']
2025-05-22 20:32:09.655 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:32:09.655 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:32:09.656 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'low punch']
2025-05-22 20:32:09.656 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'low punch', 'fireball']
2025-05-22 20:32:10.075 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer']
2025-05-22 20:32:10.076 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer']
2025-05-22 20:32:10.076 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'low punch']
2025-05-22 20:32:10.076 | INFO     | GameEngine.Agent.robot:get_moves_from_llm:262 - Next moves: ['move closer', 'move closer', 'low punch', 'fireball']
